"Region","IncidentNumber","Date","Time","Location","Duration","AttendingStations","Result"
"South","F3945693","30/03/2024","06:07:17","PAPAMOA BEACH TAURANGA CITY",NA,"Mount Maunganui, Papamoa","7100: FALSE ALARM (SPRNKLR)"
"South","F3945696","30/03/2024","06:17:48","PAPAKURA AUCKLAND",NA,"Papakura, Otara","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"South","F3945699","30/03/2024","06:31:23","HENDERSON AUCKLAND",NA,"Henderson, Te Atatu","7100: FALSE ALARM (STRU)"
"South","F3945701","30/03/2024","06:45:54","HAMILTON CENTRAL HAMILTON CITY",NA,"Hamilton, Chartwell","7100: FALSE ALARM (STRU)"
"South","F3945704","30/03/2024","06:51:38","AUCKLAND AIRPORT AUCKLAND",NA,"Mangere, Papatoetoe","7100: FALSE ALARM (STRU)"
"South","F3945705","30/03/2024","06:50:51","OTAHUHU AUCKLAND",NA,"Otahuhu","7100: FALSE ALARM (MIN)"
"South","F3945706","30/03/2024","06:54:41","TE ATATU PENINSULA AUCKLAND",NA,"Te Atatu, West Harbour","7100: FALSE ALARM (STRU)"
"South","F3945708","30/03/2024","07:16:27","PAPATOETOE AUCKLAND",NA,"Papatoetoe","7100: FALSE ALARM (SPRNKLR)"
"South","F3945721","30/03/2024","07:49:01","WIRI AUCKLAND",NA,"Papatoetoe","7100: FALSE ALARM (SPRNKLR)"
"South","F3945723","30/03/2024","07:57:07","BLOCKHOUSE BAY AUCKLAND",NA,"Avondale","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"South","F3945730","30/03/2024","08:13:39","TE AWAMUTU WAIPA DISTRICT",NA,"Te Awamutu","7100: FALSE ALARM (STRU)"
"South","F3945745","30/03/2024","08:44:39","BOWENTOWN WESTERN BAY OF PLENTY DISTRICT",NA,"Mayor View","1500: MISCELLANEOUS FIRE (VEG)"
"South","F3945758","30/03/2024","09:23:25","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City, Parnell","7100: FALSE ALARM (STRU)"
"South","F3945759","30/03/2024","09:23:52","GLENDENE AUCKLAND",NA,"Te Atatu, Henderson, Glen Eden","7100: FALSE ALARM (STRU)"
"South","F3945769","30/03/2024","09:40:04","KAEO FAR NORTH DISTRICT",NA,"Kaeo","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3945770","30/03/2024","09:40:39","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City, Grey Lynn, Balmoral","7100: FALSE ALARM (SPRNKLR)"
"South","F3945781","30/03/2024","09:57:14","NGARUAWAHIA WAIKATO DISTRICT",NA,"Ngaruawahia","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC)"
"South","F3945787","30/03/2024","10:03:35","AUCKLAND CENTRAL AUCKLAND",NA,"Parnell, Auckland City","7100: FALSE ALARM (SPRNKLR)"
"South","F3945795","30/03/2024","10:30:37","TE KUITI WAITOMO DISTRICT",NA,"Te Kuiti","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCHEVY)"
"South","F3945798","30/03/2024","10:38:01","GREEN BAY AUCKLAND",NA,"Glen Eden, Titirangi, Avondale","7100: FALSE ALARM (SPRNKLR)"
"South","F3945799","30/03/2024","10:41:06","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City, Grey Lynn, Parnell","7100: FALSE ALARM (STRU)"
"South","F3945804","30/03/2024","10:43:51","TE RAPA HAMILTON CITY",NA,"Te Rapa","7100: FALSE ALARM (STRU)"
"South","F3945805","30/03/2024","10:50:52","PONSONBY AUCKLAND",NA,"Parnell, Grey Lynn","7100: FALSE ALARM (STRU)"
"South","F3945814","30/03/2024","11:12:47","ALBANY AUCKLAND",NA,"East Coast Bays","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC)"
"South","F3945817","30/03/2024","11:15:04","PAERATA AUCKLAND",NA,"Pukekohe","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3945825","30/03/2024","11:32:03","MATAKOHE KAIPARA DISTRICT",NA,"Ruawai","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"South","F3945834","30/03/2024","11:37:32","RED BEACH AUCKLAND",NA,"Silverdale","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"South","F3945838","30/03/2024","11:45:50","WHAKAREWAREWA ROTORUA DISTRICT",NA,"Rotorua","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3945845","30/03/2024","11:54:33","WAIHAU BAY OPOTIKI DISTRICT",NA,"Waihau Bay","1500: MISCELLANEOUS FIRE (STRU)"
"South","F3945854","30/03/2024","12:04:53","AVONDALE AUCKLAND",NA,"Avondale, Glen Eden","7100: FALSE ALARM (STRU)"
"South","F3945858","30/03/2024","12:15:21","WHAKAMARAMA WESTERN BAY OF PLENTY DISTRICT",NA,"Omokoroa, Tauranga","1300: VEGETATION FIRE (VEG)"
"South","F3945863","30/03/2024","12:35:21","WHANGATEAU AUCKLAND",NA,"Leigh","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"South","F3945866","30/03/2024","12:37:40","POINT ENGLAND AUCKLAND",NA,"Mount Wellington","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"South","F3945869","30/03/2024","12:41:06","THAMES THAMES-COROMANDEL DISTRICT",NA,"Thames","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"South","F3945871","30/03/2024","12:44:12","PAKURANGA HEIGHTS AUCKLAND",NA,"Howick","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3945881","30/03/2024","12:58:52","KINLEITH SOUTH WAIKATO DISTRICT",NA,"Kinleith Mill","1200: MOBILE PROPERTY FIRE (MIN)"
"South","F3945887","30/03/2024","13:05:51","KAWAKAWA BAY AUCKLAND",NA,"Kawakawa Bay, Clevedon, Orere Point, Hunua, Manurewa, Papakura, Tuakau, Otara, Howick, Kaiaua, Otahuhu, Maramarua",""
"South","F3945892","30/03/2024","13:15:21","NEWMARKET AUCKLAND",NA,"Remuera, Auckland City","7100: FALSE ALARM (STRU)"
"South","F3945898","30/03/2024","13:21:11","ROSEHILL AUCKLAND",NA,"Papakura","1500: MISCELLANEOUS FIRE (VEG)"
"South","F3945906","30/03/2024","13:30:31","SAINT ANDREWS HAMILTON CITY",NA,"Te Rapa","7100: FALSE ALARM (SPRNKLR)"
"South","F3945909","30/03/2024","13:33:06","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City, Parnell","1300: VEGETATION FIRE (VEG)"
"South","F3945912","30/03/2024","13:41:01","MANGERE AUCKLAND",NA,"Mangere","1500: MISCELLANEOUS FIRE (VEG)"
"South","F3945914","30/03/2024","13:50:21","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City, Grey Lynn","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3945916","30/03/2024","13:52:13","PANMURE AUCKLAND",NA,"Mount Wellington","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3945919","30/03/2024","13:57:27","PAENGAROA WESTERN BAY OF PLENTY DISTRICT",NA,"Maketu","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3945928","30/03/2024","14:31:35","KAWHIA OTOROHANGA DISTRICT",NA,"Kawhia","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3945929","30/03/2024","14:32:54","GREY LYNN AUCKLAND",NA,"Auckland City","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC)"
"South","F3945930","30/03/2024","14:32:32","WAIHAU BAY OPOTIKI DISTRICT",NA,"Waihau Bay","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC)"
"South","F3945935","30/03/2024","14:45:22","OTAHUHU AUCKLAND",NA,"Otahuhu, Papatoetoe","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3945961","30/03/2024","15:35:36","WIRI AUCKLAND",NA,"Papatoetoe","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3945962","30/03/2024","15:41:46","PAKURANGA HEIGHTS AUCKLAND",NA,"Howick","7100: FALSE ALARM (STRU)"
"South","F3945971","30/03/2024","15:59:36","RANDWICK PARK AUCKLAND",NA,"Papatoetoe","1500: MISCELLANEOUS FIRE (VEG)"
"South","F3945972","30/03/2024","15:59:35","MOUNT MAUNGANUI TAURANGA CITY",NA,"Mount Maunganui, Tauranga","7100: FALSE ALARM (STRU)"
"South","F3945978","30/03/2024","16:10:11","BUCKLANDS BEACH AUCKLAND",NA,"Howick, Mount Wellington","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZGAS)"
"South","F3945981","30/03/2024","16:13:19","COOKS BEACH THAMES-COROMANDEL DISTRICT",NA,"Cooks Beach","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"South","F3945983","30/03/2024","16:16:47","AWHITU AUCKLAND",NA,"Awhitu","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC)"
"South","F3945984","30/03/2024","16:17:43","TAIPA FAR NORTH DISTRICT",NA,"Mangonui","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)"
"South","F3945987","30/03/2024","16:29:20","PAPAMOA BEACH TAURANGA CITY",NA,"Papamoa, Mount Maunganui","1300: VEGETATION FIRE (STRU)"
"South","F3945988","30/03/2024","16:36:29","EPSOM AUCKLAND",NA,"Ellerslie, Parnell","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC)"
"South","F3945989","30/03/2024","16:42:24","OKERE FALLS ROTORUA DISTRICT",NA,"Rotorua, Okere Falls","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC)"
"South","F3945990","30/03/2024","16:41:59","FAIRFIELD HAMILTON CITY",NA,"Chartwell","1300: VEGETATION FIRE (VEG)"
"South","F3945995","30/03/2024","16:48:23","MANIAITI / BENNEYDALE WAITOMO DISTRICT",NA,"Benneydale","1300: VEGETATION FIRE (VEG)"
"South","F3945996","30/03/2024","16:52:37","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3946002","30/03/2024","17:01:42","OWHATA ROTORUA DISTRICT",NA,"Rotorua","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3946004","30/03/2024","17:01:29","WAIHAU BAY OPOTIKI DISTRICT",NA,"Waihau Bay","1300: VEGETATION FIRE (VEG)"
"South","F3946010","30/03/2024","17:19:03","HENDERSON AUCKLAND",NA,"Henderson","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946018","30/03/2024","17:36:39","TOKOROA SOUTH WAIKATO DISTRICT",NA,"Tokoroa","7100: FALSE ALARM (SPRNKLR)"
"South","F3946019","30/03/2024","17:40:24","WAIMAUKU AUCKLAND",NA,"Kumeu","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCHEVY)"
"South","F3946022","30/03/2024","17:46:45","MANUREWA AUCKLAND",NA,"Papatoetoe","1100: STRUCTURE FIRE (STRU)"
"South","F3946028","30/03/2024","17:59:40","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City, Parnell, Grey Lynn","7100: FALSE ALARM (STRU)"
"South","F3946030","30/03/2024","18:03:25","TAPAPA SOUTH WAIKATO DISTRICT",NA,"Tirau, Putaruru","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"South","F3946035","30/03/2024","18:13:57","NGARUAWAHIA WAIKATO DISTRICT",NA,"Ngaruawahia","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"South","F3946043","30/03/2024","18:32:19","HAMURANA ROTORUA DISTRICT",NA,"Ngongotaha, Rotorua","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"South","F3946044","30/03/2024","18:32:47","NEWMARKET AUCKLAND",NA,"Remuera, Ellerslie, Balmoral","7100: FALSE ALARM (SPRNKLR)"
"South","F3946048","30/03/2024","18:53:30","SAINT ANDREWS HAMILTON CITY",NA,"Te Rapa","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946050","30/03/2024","18:57:38","WIRI AUCKLAND",NA,"Papatoetoe","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946056","30/03/2024","19:07:21","MAUNU WHANGAREI DISTRICT",NA,"Whangarei","7100: FALSE ALARM (STRU)"
"South","F3946057","30/03/2024","19:09:05","WHITIANGA THAMES-COROMANDEL DISTRICT",NA,"Whitianga","7100: FALSE ALARM (HAZGAS)"
"South","F3946061","30/03/2024","19:11:46","UTUHINA ROTORUA DISTRICT",NA,"Rotorua","1300: VEGETATION FIRE (VEG)"
"South","F3946063","30/03/2024","19:13:49","ARDMORE AUCKLAND",NA,"Papatoetoe","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"South","F3946070","30/03/2024","19:28:18","WAIOHAU WHAKATANE DISTRICT",NA,"Kawerau","1500: MISCELLANEOUS FIRE (VEG)"
"South","F3946075","30/03/2024","19:45:35","WHAKAMARAMA WESTERN BAY OF PLENTY DISTRICT",NA,"Omokoroa, Katikati","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC)"
"South","F3946082","30/03/2024","19:57:57","TAUPIRI WAIKATO DISTRICT",NA,"Ngaruawahia","1300: VEGETATION FIRE (VEG)"
"South","F3946086","30/03/2024","20:06:05","PUKEKOHE AUCKLAND",NA,"Pukekohe","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946089","30/03/2024","20:14:11","WHENUAPAI AUCKLAND",NA,"West Harbour","1300: VEGETATION FIRE (VEG)"
"South","F3946101","30/03/2024","20:59:49","HENDERSON AUCKLAND",NA,"Henderson","7100: FALSE ALARM (SPRNKLR)"
"South","F3946104","30/03/2024","21:03:49","MANGERE BRIDGE AUCKLAND",NA,"Mangere, Onehunga, Mount Roskill","7100: FALSE ALARM (STRU)"
"South","F3946107","30/03/2024","21:12:46","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City, Parnell, Grey Lynn","7100: FALSE ALARM (SPRNKLR)"
"South","F3946114","30/03/2024","21:38:27","AUCKLAND AIRPORT AUCKLAND",NA,"Papatoetoe, Mangere, Onehunga","7100: FALSE ALARM (STRU)"
"South","F3946116","30/03/2024","21:43:24","MATAMATA MATAMATA-PIAKO DISTRICT",NA,"Matamata","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCHEVY)"
"South","F3946117","30/03/2024","21:44:13","KAWAKAWA FAR NORTH DISTRICT",NA,"Kawakawa","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946118","30/03/2024","21:48:52","DARGAVILLE KAIPARA DISTRICT",NA,"Dargaville","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3946120","30/03/2024","21:54:45","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City, Parnell","7100: FALSE ALARM (SPRNKLR)"
"South","F3946123","30/03/2024","22:10:39","NEWMARKET AUCKLAND",NA,"Parnell, Auckland City, Remuera","7100: FALSE ALARM (STRU)"
"South","F3946127","30/03/2024","22:33:04","PAUANUI THAMES-COROMANDEL DISTRICT",NA,"Pauanui","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"South","F3946135","30/03/2024","23:23:54","WAITAHANUI TAUPO DISTRICT",NA,"Taupo","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"South","F3946144","30/03/2024","23:54:19","ST HELIERS AUCKLAND",NA,"Saint Heliers","7100: FALSE ALARM (MIN)"
"South","F3945642","30/03/2024","00:20:25","ONEKAWA NAPIER CITY",NA,"Napier","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3945644","30/03/2024","00:22:30","WHANGANUI EAST WHANGANUI DISTRICT",NA,"Whanganui","7100: FALSE ALARM (HAZGAS)"
"South","F3945655","30/03/2024","01:12:26","TAWHERO WHANGANUI DISTRICT",NA,"Whanganui","7100: FALSE ALARM (STRU)"
"South","F3945656","30/03/2024","01:27:54","WAINUIOMATA LOWER HUTT CITY",NA,"Wainuiomata","7100: FALSE ALARM (STRU)"
"South","F3945666","30/03/2024","02:36:49","WHANGANUI WHANGANUI DISTRICT",NA,"Whanganui","1300: VEGETATION FIRE (VEG)"
"South","F3945677","30/03/2024","04:00:34","WHANGANUI WHANGANUI DISTRICT",NA,"Whanganui","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3945700","30/03/2024","06:44:31","OTAKI KAPITI COAST DISTRICT",NA,"Otaki","1100: STRUCTURE FIRE (STRU)"
"South","F3945715","30/03/2024","07:40:06","KARORI WELLINGTON CITY",NA,"Karori","7100: FALSE ALARM (MIN)"
"South","F3945747","30/03/2024","08:46:48","TAITA LOWER HUTT CITY",NA,"Johnsonville","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (EXERCISE)"
"South","F3945750","30/03/2024","09:01:36","BURGESS PARK NEW PLYMOUTH DISTRICT",NA,"New Plymouth","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3945760","30/03/2024","09:25:02","FRANKLEIGH PARK NEW PLYMOUTH DISTRICT",NA,"New Plymouth","1100: STRUCTURE FIRE (MIN)"
"South","F3945788","30/03/2024","10:04:09","AWAPUNI PALMERSTON NORTH CITY",NA,"Palmerston North, Milson","7100: FALSE ALARM (HAZ)"
"South","F3945792","30/03/2024","10:09:01","HUTT CENTRAL LOWER HUTT CITY",NA,"Seaview","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3945797","30/03/2024","10:36:27","HUTT CENTRAL LOWER HUTT CITY",NA,"Seaview, Avalon","7100: FALSE ALARM (STRU)"
"South","F3945809","30/03/2024","11:04:04","AWAPUNI PALMERSTON NORTH CITY",NA,"Palmerston North","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3945820","30/03/2024","11:22:06","WHANGANUI EAST WHANGANUI DISTRICT",NA,"Whanganui","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"South","F3945822","30/03/2024","11:23:04","HIMATANGI BEACH MANAWATU DISTRICT",NA,"Himatangi Beach","1300: VEGETATION FIRE (MIN)"
"South","F3945829","30/03/2024","11:34:21","MOUNT VICTORIA WELLINGTON CITY",NA,"Wellington City, Newtown, Brooklyn","7100: FALSE ALARM (STRU)"
"South","F3945862","30/03/2024","12:31:48","JOHNSONVILLE WELLINGTON CITY",NA,"Thorndon","7100: FALSE ALARM (MIN)"
"South","F3945875","30/03/2024","12:50:24","NAENAE LOWER HUTT CITY",NA,"Avalon","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3945885","30/03/2024","13:04:32","TE ARO WELLINGTON CITY",NA,"Wellington City, Newtown, Brooklyn","7100: FALSE ALARM (STRU)"
"South","F3945899","30/03/2024","13:23:35","WAREA SOUTH TARANAKI DISTRICT",NA,"Okato","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"South","F3945901","30/03/2024","13:27:03","NAPIER SOUTH NAPIER CITY",NA,"Napier","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"South","F3945910","30/03/2024","13:36:35","PIPITEA WELLINGTON CITY",NA,"Thorndon, Wellington City","7100: FALSE ALARM (SPRNKLR)"
"South","F3945911","30/03/2024","13:38:18","MATAWAI GISBORNE DISTRICT",NA,"Matawai","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"South","F3945922","30/03/2024","14:14:36","TRENTHAM UPPER HUTT CITY",NA,"Trentham, Remutaka","7100: FALSE ALARM (STRU)"
"South","F3945924","30/03/2024","14:21:05","TAIHAPE RANGITIKEI DISTRICT",NA,"Taihape","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"South","F3945956","30/03/2024","15:25:07","NEWTOWN WELLINGTON CITY",NA,"Newtown","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"South","F3945957","30/03/2024","15:27:25","HIGHBURY PALMERSTON NORTH CITY",NA,"Palmerston North","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3946008","30/03/2024","17:15:12","CHELTENHAM MANAWATU DISTRICT",NA,"Feilding","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"South","F3946012","30/03/2024","17:19:27","BULLS RANGITIKEI DISTRICT",NA,"Bulls","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"South","F3946013","30/03/2024","17:19:50","ONEKAWA NAPIER CITY",NA,"Napier","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"South","F3946016","30/03/2024","17:32:07","RAUKAWA HASTINGS DISTRICT",NA,"Hastings","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"South","F3946026","30/03/2024","17:56:08","NEW PLYMOUTH NEW PLYMOUTH DISTRICT",NA,"New Plymouth","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"South","F3946029","30/03/2024","18:01:27","TAITA LOWER HUTT CITY",NA,"Avalon","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"South","F3946039","30/03/2024","18:24:30","RONGOTEA MANAWATU DISTRICT",NA,"Rongotea, Palmerston North","1100: STRUCTURE FIRE (STRU)"
"South","F3946045","30/03/2024","18:44:28","WAINUIOMATA LOWER HUTT CITY",NA,"Wainuiomata","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)"
"South","F3946054","30/03/2024","19:01:28","EPUNI LOWER HUTT CITY",NA,"Avalon","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3946064","30/03/2024","19:16:08","TAWA WELLINGTON CITY",NA,"Porirua, Tawa","7100: FALSE ALARM (STRU)"
"South","F3946076","30/03/2024","19:45:37","BRUNSWICK WHANGANUI DISTRICT",NA,"Whanganui","1500: MISCELLANEOUS FIRE (VEG)"
"South","F3946077","30/03/2024","19:46:45","LEVIN HOROWHENUA DISTRICT",NA,"Levin","7100: FALSE ALARM (MIN)"
"South","F3946088","30/03/2024","20:11:31","TE ARO WELLINGTON CITY",NA,"Wellington City, Thorndon, Brooklyn","1100: STRUCTURE FIRE (SPRNKLR)"
"South","F3946094","30/03/2024","20:32:58","CARTERTON CARTERTON DISTRICT",NA,"Carterton","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3946096","30/03/2024","20:43:52","TURITEA PALMERSTON NORTH CITY",NA,"Palmerston North","7100: FALSE ALARM (STRU)"
"South","F3946102","30/03/2024","20:59:02","LANSDOWNE MASTERTON DISTRICT",NA,"Masterton","1300: VEGETATION FIRE (VEG)"
"South","F3946103","30/03/2024","21:01:41","TE ARO WELLINGTON CITY",NA,"Wellington City, Brooklyn","7100: FALSE ALARM (SPRNKLR)"
"South","F3946111","30/03/2024","21:19:13","WEST END PALMERSTON NORTH CITY",NA,"Palmerston North","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3946119","30/03/2024","21:51:41","FOXTON HOROWHENUA DISTRICT",NA,"Foxton","1200: MOBILE PROPERTY FIRE (MIN)"
"South","F3946124","30/03/2024","22:24:51","SEATOUN WELLINGTON CITY",NA,"Kilbirnie","7100: FALSE ALARM (MIN)"
"South","F3946132","30/03/2024","22:56:21","TUKI TUKI HASTINGS DISTRICT",NA,"Haumoana","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946133","30/03/2024","23:04:29","WESTOWN NEW PLYMOUTH DISTRICT",NA,"New Plymouth","1100: STRUCTURE FIRE (STRU)"
"South","F3946139","30/03/2024","23:30:03","MOUNT COOK WELLINGTON CITY",NA,"Brooklyn, Wellington City, Newtown","1500: MISCELLANEOUS FIRE (STRU)"
"South","F3946142","30/03/2024","23:39:45","RIVERSDALE BEACH MASTERTON DISTRICT",NA,"Masterton","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3945646","30/03/2024","00:28:11","DUNEDIN CENTRAL DUNEDIN CITY",NA,"Dunedin, Roslyn, Willowbank","7100: FALSE ALARM (STRU)"
"South","F3945651","30/03/2024","00:57:11","CHRISTCHURCH CENTRAL CHRISTCHURCH CITY",NA,"Christchurch City","1200: MOBILE PROPERTY FIRE (MIN)"
"South","F3945653","30/03/2024","01:01:48","LINWOOD CHRISTCHURCH CITY",NA,"Christchurch City, Anzac","1100: STRUCTURE FIRE (STRU)"
"South","F3945661","30/03/2024","02:01:45","RAKAIA ASHBURTON DISTRICT",NA,"Rakaia","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"South","F3945665","30/03/2024","02:23:46","ARANUI CHRISTCHURCH CITY",NA,"Anzac","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"South","F3945668","30/03/2024","03:01:41","NORTH DUNEDIN DUNEDIN CITY",NA,"Dunedin, Willowbank, Roslyn","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (SPRNKLR)"
"South","F3945676","30/03/2024","03:59:21","UPPER RICCARTON CHRISTCHURCH CITY",NA,"Ilam","7100: FALSE ALARM (SPRNKLR)"
"South","F3945680","30/03/2024","04:11:41","NORTH EAST VALLEY DUNEDIN CITY",NA,"Willowbank","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"South","F3945683","30/03/2024","04:29:31","BECKENHAM CHRISTCHURCH CITY",NA,"Spreydon","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3945698","30/03/2024","06:19:29","TUAMARINA MARLBOROUGH DISTRICT",NA,"Blenheim, Rarangi, Renwick, Blenheim VRFF","1100: STRUCTURE FIRE (STRU)"
"South","F3945727","30/03/2024","08:08:13","YALDHURST CHRISTCHURCH CITY",NA,"Wigram","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3945731","30/03/2024","08:16:15","AKAROA CHRISTCHURCH CITY",NA,"Akaroa","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"South","F3945743","30/03/2024","08:40:39","SHIRLEY CHRISTCHURCH CITY",NA,"Christchurch City, Redwood","7100: FALSE ALARM (STRU)"
"South","F3945748","30/03/2024","08:49:04","CHRISTCHURCH CENTRAL CHRISTCHURCH CITY",NA,"Christchurch City, Spreydon","7100: FALSE ALARM (STRU)"
"South","F3945764","30/03/2024","09:30:46","HUNTSBURY CHRISTCHURCH CITY",NA,"Woolston, Christchurch City","1100: STRUCTURE FIRE (STRU)"
"South","F3945765","30/03/2024","09:30:42","BURNSIDE CHRISTCHURCH CITY",NA,"Ilam","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"South","F3945800","30/03/2024","10:39:18","ROLLESTON SELWYN DISTRICT",NA,"Rolleston","1300: VEGETATION FIRE (VEG)"
"South","F3945818","30/03/2024","11:16:23","FERNSIDE WAIMAKARIRI DISTRICT",NA,"Rangiora","1100: STRUCTURE FIRE (MIN)"
"South","F3945841","30/03/2024","11:49:38","CHRISTCHURCH CENTRAL CHRISTCHURCH CITY",NA,"Christchurch City, Spreydon","7100: FALSE ALARM (SPRNKLR)"
"South","F3945847","30/03/2024","12:00:08","TEMPLETON CHRISTCHURCH CITY",NA,"Wigram, Ilam","7100: FALSE ALARM (SPRNKLR)"
"South","F3945853","30/03/2024","12:03:32","KERR BAY TASMAN DISTRICT",NA,"Lake Rotoiti","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3945855","30/03/2024","12:09:32","MAKAREAO WAITAKI DISTRICT",NA,"Palmerston","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3945856","30/03/2024","12:14:01","FENDALTON CHRISTCHURCH CITY",NA,"Christchurch City","7100: FALSE ALARM (STRU)"
